#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2E135
#Date Time: 2023-11-01 14:42:39.301
#Sample rate: 1600Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 1.83125 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 2.5 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Enabled
#Mode: Simple
#Type: DC
#Offset: 5 V

Time (s),Channel 1 (V),Channel 2 (V)
-2.459674770875764,0.1053752239427904,3.712696287920401
-2.459049770875764,2.074475018127012,4.754695965711653
-2.458424770875764,4.791612722953182,4.776787831672376
-2.457799770875764,4.791612722953182,4.776787831672376
-2.457174770875764,4.791612722953182,4.776787831672376
-2.456549770875764,4.791612722953182,4.776787831672376
-2.455924770875764,4.791612722953182,4.776787831672376
-2.455299770875764,0.9817529721927774,4.743650032732003
-2.454674770875764,0.1090420764463254,2.243587201565004
-2.454049770875764,0.1127089289490698,0.0969942257597112
-2.453424770875764,0.1200426339553425,0.1043581810797907
-2.452799770875764,0.1200426339553425,0.1043581810797907
-2.452174770875764,0.1200426339553425,0.1043581810797907
-2.451549770875764,0.1200426339553425,0.1043581810797907
-2.450924770875764,0.1200426339553425,0.1043581810797907
-2.450299770875764,0.1127089289490664,0.09699422575970786
-2.449674770875764,0.1053752239436875,3.709014310260833
-2.449049770875764,2.078141870631045,4.751013988052086
-2.448424770875764,4.791612722953182,4.776787831672376
-2.447799770875764,4.791612722953182,4.776787831672376
-2.447174770875764,4.791612722953182,4.776787831672376
-2.446549770875764,4.791612722953182,4.776787831672376
-2.445924770875764,4.791612722953182,4.776787831672376
-2.445299770875764,0.9854198246955168,4.743650032730867
-2.444674770875764,0.1090420764459284,2.247269179223908
-2.444049770875764,0.1127089289490664,0.09699422575970786
-2.443424770875764,0.1200426339553392,0.1043581810797874
-2.442799770875764,0.1200426339553425,0.1043581810797907
-2.442174770875764,0.1200426339553425,0.1043581810797907
-2.441549770875764,0.1200426339553425,0.1043581810797907
-2.440924770875764,0.1200426339553392,0.1043581810797874
-2.440299770875764,0.1127089289490664,0.09699422575970786
-2.439674770875764,0.1053752239427904,3.709014310260359
-2.439049770875764,2.085475575636421,4.754695965711651
-2.438424770875764,4.791612722953182,4.776787831672376
-2.437799770875764,4.791612722953182,4.776787831672376
-2.437174770875764,4.791612722953182,4.776787831672376
-2.436549770875764,4.791612722953182,4.776787831672376
-2.435924770875764,4.791612722953182,4.776787831672376
-2.435299770875764,0.9854198246959154,4.743650032732003
-2.434674770875764,0.1090420764459284,2.247269179223908
-2.434049770875764,0.1127089289490698,0.100676203419751
-2.433424770875764,0.1200426339553425,0.1043581810797907
-2.432799770875764,0.1200426339553425,0.1043581810797907
-2.432174770875764,0.1200426339553425,0.1043581810797907
-2.431549770875764,0.1200426339553425,0.1043581810797907
-2.430924770875764,0.1200426339553425,0.1043581810797907
-2.430299770875764,0.1127089289490664,0.09699422575970786
-2.429674770875764,0.1053752239436858,3.712696287920874
-2.429049770875764,2.074475018127907,4.754695965712127
-2.428424770875764,4.791612722953182,4.776787831672376
-2.427799770875764,4.791612722953182,4.776787831672376
-2.427174770875764,4.791612722953182,4.776787831672376
-2.426549770875764,4.791612722953182,4.776787831672376
-2.425924770875764,4.791612722953182,4.776787831672376
-2.425299770875764,0.9890866771986532,4.743650032730869
-2.424674770875764,0.1090420764459284,2.25095115688395
-2.424049770875764,0.1127089289490664,0.1006762034197493
-2.423424770875764,0.1200426339553392,0.1043581810797891
-2.422799770875764,0.1200426339553425,0.1043581810797907
-2.422174770875764,0.1200426339553425,0.1043581810797907
-2.421549770875764,0.1200426339553425,0.1043581810797907
-2.420924770875764,0.1200426339553425,0.1043581810797907
-2.420299770875764,0.1127089289490664,0.09699422575970786
-2.419674770875764,0.1053752239427904,3.709014310260359
-2.419049770875764,2.059807608115356,4.751013988052086
-2.418424770875764,4.791612722953182,4.776787831672376
-2.417799770875764,4.791612722953182,4.776787831672376
-2.417174770875764,4.791612722953182,4.776787831672376
-2.416549770875764,4.791612722953182,4.776787831672376
-2.415924770875764,4.791612722953182,4.776787831672376
-2.415299770875764,0.9927535297021914,4.743650032732003
-2.414674770875764,0.1053752239427904,2.25095115688395
-2.414049770875764,0.1127089289490698,0.100676203419751
-2.413424770875764,0.1200426339553425,0.1043581810797907
-2.412799770875764,0.1200426339553425,0.1043581810797907
-2.412174770875764,0.1200426339553425,0.1043581810797907
-2.411549770875764,0.1200426339553425,0.1043581810797907
-2.410924770875764,0.1200426339553425,0.1043581810797907
-2.410299770875764,0.1127089289490664,0.09699422575970786
-2.409674770875764,0.1053752239436908,3.712696287920874
-2.409049770875764,2.085475575637322,4.754695965712127
-2.408424770875764,4.791612722953182,4.776787831672376
-2.407799770875764,4.791612722953182,4.776787831672376
-2.407174770875764,4.791612722953182,4.776787831672376
-2.406549770875764,4.791612722953182,4.776787831672376
-2.405924770875764,4.791612722953182,4.776787831672376
-2.405299770875764,0.9927535297039189,4.743650032732018
-2.404674770875764,0.1090420764459284,2.254633134543991
-2.404049770875764,0.1127089289490664,0.1006762034197493
-2.403424770875764,0.1200426339553425,0.1080401587398322
-2.402799770875764,0.1200426339553425,0.1043581810797907
-2.402174770875764,0.1200426339553425,0.1043581810797907
-2.401549770875764,0.1200426339553425,0.1043581810797907
-2.400924770875764,0.1200426339553425,0.1043581810797907
-2.400299770875764,0.1127089289490664,0.09699422575970786
-2.399674770875764,0.1053752239427904,3.716378265580442
-2.399049770875764,2.078141870631045,4.754695965712127
-2.398424770875764,4.791612722953182,4.776787831672376
-2.397799770875764,4.791612722953182,4.776787831672376
-2.397174770875764,4.791612722953182,4.776787831672376
-2.396549770875764,4.791612722953182,4.776787831672376
-2.395924770875764,4.791612722953182,4.776787831672376
-2.395299770875764,0.9890866771990534,4.743650032732003
-2.394674770875764,0.1090420764459284,2.247269179223908
-2.394049770875764,0.1127089289490698,0.100676203419751
-2.393424770875764,0.1200426339553425,0.1043581810797907
-2.392799770875764,0.1200426339553425,0.1043581810797907
-2.392174770875764,0.1200426339553425,0.1043581810797907
-2.391549770875764,0.1200426339553425,0.1043581810797907
-2.390924770875764,0.1200426339553425,0.1043581810797907
-2.390299770875764,0.1127089289490664,0.09699422575970786
-2.389674770875764,0.1053752239427937,3.720060243238836
-2.389049770875764,2.074475018127907,4.754695965712127
-2.388424770875764,4.787945870450043,4.776787831672376
-2.387799770875764,4.791612722953182,4.776787831672376
-2.387174770875764,4.791612722953182,4.776787831672376
-2.386549770875764,4.791612722953182,4.776787831672376
-2.385924770875764,4.791612722953182,4.776787831672376
-2.385299770875764,0.9780861196913735,4.743650032732018
-2.384674770875764,0.1090420764459284,2.25095115688395
-2.384049770875764,0.1127089289490664,0.1006762034197493
-2.383424770875764,0.1200426339553425,0.1043581810797907
-2.382799770875764,0.1200426339553425,0.1043581810797907
-2.382174770875764,0.1200426339553425,0.1043581810797907
-2.381549770875764,0.1200426339553425,0.1043581810797907
-2.380924770875764,0.1200426339553425,0.1043581810797907
-2.380299770875764,0.1127089289490664,0.09699422575970786
-2.379674770875764,0.1053752239427904,3.716378265580442
-2.379049770875764,2.070808165624769,4.754695965712127
-2.378424770875764,4.791612722953182,4.776787831672376
-2.377799770875764,4.791612722953182,4.776787831672376
-2.377174770875764,4.791612722953182,4.776787831672376
-2.376549770875764,4.791612722953182,4.776787831672376
-2.375924770875764,4.791612722951447,4.776787831672361
-2.375299770875764,0.9780861196896393,4.743650032732003
-2.374674770875764,0.1090420764459284,2.247269179223908
-2.374049770875764,0.1163757814522011,0.09699422576068573
-2.373424770875764,0.1200426339553425,0.1043581810797907
-2.372799770875764,0.1200426339553425,0.1043581810797907
-2.372174770875764,0.1200426339553425,0.1043581810797907
-2.371549770875764,0.1200426339553425,0.1043581810797907
-2.370924770875764,0.1200426339553425,0.1043581810797907
-2.370299770875764,0.1127089289490664,0.09699422575970786
-2.369674770875764,0.1053752239427937,3.712696287918757
-2.369049770875764,2.085475575637322,4.754695965712127
-2.368424770875764,4.791612722953182,4.776787831672376
-2.367799770875764,4.791612722953182,4.776787831672376
-2.367174770875764,4.791612722953182,4.776787831672376
-2.366549770875764,4.791612722953182,4.776787831672376
-2.365924770875764,4.791612722953182,4.776787831672376
-2.365299770875764,0.9817529721945095,4.743650032732018
-2.364674770875764,0.1090420764459284,2.243587201563867
-2.364049770875764,0.1127089289490664,0.1006762034197493
-2.363424770875764,0.1200426339553425,0.1043581810797907
-2.362799770875764,0.1200426339553425,0.1043581810797907
-2.362174770875764,0.1200426339553425,0.1043581810797907
-2.361549770875764,0.1200426339553425,0.1043581810797907
-2.360924770875764,0.1200426339553425,0.1043581810797907
-2.360299770875764,0.1127089289490631,0.09699422576135208
-2.359674770875764,0.1053752239427904,3.712696287920401
-2.359049770875764,2.092809280643598,4.751013988052086
-2.358424770875764,4.791612722951954,4.776787831672364
-2.357799770875764,4.791612722953182,4.776787831672376
-2.357174770875764,4.791612722953182,4.776787831672376
-2.356549770875764,4.791612722953182,4.776787831672376
-2.355924770875764,4.79161272295145,4.776787831672361
-2.355299770875764,0.9854198246959154,4.743650032732003
-2.354674770875764,0.1090420764459284,2.247269179223908
-2.354049770875764,0.1127089289490648,0.1006762034207256
-2.353424770875764,0.1200426339553425,0.1043581810797907
-2.352799770875764,0.1200426339553425,0.1043581810797907
-2.352174770875764,0.1200426339553425,0.1043581810797907
-2.351549770875764,0.1200426339553425,0.1043581810797907
-2.350924770875764,0.1200426339553425,0.1043581810797907
-2.350299770875764,0.1127089289490664,0.09699422575970786
-2.349674770875764,0.1053752239427937,3.716378265578796
-2.349049770875764,2.070808165624769,4.754695965712127
